image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3
266920,What are the zebras furthest to the left doing?,266920005,what are the,other,eating,"('eating', 'yes')","('eating', 'yes')","('standing', 'yes')","('eating', 'maybe')","('eating', 'yes')","('eating', 'yes')","('grazing', 'yes')","('eating', 'yes')","('eating', 'no')","('eating', 'yes')",they are standing in the grass grazing.,They are grazing on grass.,The zebras are bending down while standing together in a grassy field.
325796,Is this train an antique?,325796003,is this,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('unknown', 'yes')","('no', 'yes')","('no', 'yes')",It is streamlined with rounded headlights and windshield wipers.,it appears very modern and new,It is a newer modern model.
290981,Is the sky clear?,290981002,is the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The bright blue sky is behind the hill top.,there is nothing else in the sky.,there are no clouds and the sky is blue.
11042,What type of food is this?,11042000,what type of,other,pizza,"('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","it is shaped like a triangle, has a crust, and is covered in cheese.",it is shaped like a triangle and has melted cheese on top of it.,It has a crust and cheese on it.
98801,Is this a beach scene?,98801000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The man is holding a surf board on the sand in front of a life guard station.,The man stands on the sand with his surfboard.,the man holding the surfboard is standing on the sand right in front of the some dunes.
178984,What sport is the woman playing?,178984001,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",She is swinging a racket with all her might to get it over the net in the distance.,the lady is performing an overhead swing with a tennis racket in her hand.,The person is waving a racket in the air.
162429,Is it raining?,162429003,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",rain is falling from the sky and in front of the women's faces,"The ground is wet, and everyone is holding umbrellas.",Everyone has umbrellas and water is on the ground.
21001,Is this a hotel?,21001000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'maybe')",The well made beds have luggage on top of them.,hotel rooms contain more than one bed,there are two beds in the room.
186697,Does the ground appear dry?,186697001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')",the road looks damp with water.,"There are puddles on the side of the trail, and the cement looks dark and wet.",the pavement is shiny and wet
157592,What sport is this?,157592005,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The man in white is on a tennis court swinging his racket.,the man is swinging a tennis racket.,She is swinging a racket at a greenish yellow ball on a court.
105867,What type of beverage is in the glass?,105867001,what type of,other,beer,"('beer', 'maybe')","('beer', 'maybe')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('beer', 'yes')","('drink', 'yes')","('beer', 'maybe')","('tea', 'no')","('beer', 'yes')",it is bubbly and amber in colot.,it is amber colored with a nice foamy head,it is foamy on top and light brown
3711,What is the cat sitting on?,3711004,what is the,other,car,"('car', 'yes')","('car', 'yes')","('car', 'yes')","('car', 'yes')","('car hood', 'yes')","('car', 'yes')","('hood', 'maybe')","('hood of car', 'yes')","('car', 'yes')","('car', 'yes')",cars have flat hoods and windshields,there is a windshield and headlights.,the metal used in cars contains heat the attracts cats
47588,Is this a passenger train?,47588001,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')",multiple passenger cars are attached to the train,There are doors for people to enter and exit out of.,the train is not pulling any cargo.
557117,What kind of controller is that?,557117002,what kind of,other,wii,"('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'maybe')","('wii', 'yes')","('nintendo wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","it is rectangular and bears the name ""Wii""",it has the nintendo wii logo on the base,the remote has wii written on the bottom of it.
560819,What game is this?,560819002,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",the man is serving a ball with a tennis racket,The player is holding a racket and their other arm is up.,the player is serving a yellow ball.
132733,Does the dog like Scooby Snacks?,132733000,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The dog has torn open a box of scooby snacks and is eating them.,it is sniffing scooby snacks,its mouth is near the foot item.
312720,Is this picture in color?,312720012,is this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the blue of the sky and the persons uniform is visible,The Sky is blue behind the man in a blue and black jacket.,his jacket is a bright blue color.
136720,What type of animal is destroying the toilet paper?,136720002,what type of,other,dog,"('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'maybe')","('dog', 'yes')","('cat', 'yes')","He is black, furry, and has four legs.",it is furry and walks on all fours,"It is very fluffy, and looks like a black terrier."
113701,Is the bed made?,113701002,is the,yes/no,no,"('no', 'yes')","('no', 'yes')","('wood', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the sheets are in disarray and junk is on the bed.,The pillow and blanket is not neat.,the sheets are messy and not pulled all the way up.
94746,What can you buy at this store?,94746001,what,other,suits,"('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('clothes', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')","('suits', 'yes')",plenty of suits are present in the background.,There are rows and rows of suits on the wall and on the racks.,There are a lot of blazers hanging on racks.
16716,Is this a zoo?,16716001,is this a,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The zebras are in a large field instead of a cage.,there is no enclosure for the zebras.,the zebras are in a natural field
314709,Is it summer?,314709015,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",there is a lot of snow on the ground.,there is snow on the ski slope.,There is now and the woman has heavy clothes on.
337899,Is it getting dark?,337899004,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",sunlight is shining onto the grass and trees,"where the sky can be seen, the sky is blue.",The sun is shining and it is bright.
