image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3
16546,What season is this?,16546003,what,other,winter,"('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')",it is snowing and people are wearing heavy coats as they ski.,the ground is covered in snow,there is snow on the ground.
16716,Is this a zoo?,16716001,is this a,yes/no,no,"('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",The zebras are in a large field instead of a cage.,there is no enclosure for the zebras.,the zebras are in a natural field
147872,What is the person doing?,147872000,what is the person,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('snowboarding', 'yes')",he is surfing on a skiing resort,you can see the skis and the snow on the mountain.,he is wearing skis and traveling on snow.
410019,Should this sport be done away from house structures?,410019002,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",You can lose control of the scooter and crash into the house.,it is kind of dangerous.,the kid on a scooter could break something
541123,What sport is this?,541123002,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",they are holding rackets on a tennis court,players holding racquets are on opposite sides of the net on a doubles court,they are all holding rackets.
16905,Does the elephant have paint on its face?,16905003,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('stars', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it has multiple colors on its face.,it has colorful drawings on its face.,there are different colors on his face.
541202,Is this a professional game?,541202002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The outfield has a sign that says World Series.,there are pro players on the field.,spectators are gathered behind large fences
17031,Does the giraffe have a goofy look on his face?,17031004,does the,yes/no,yes,"('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",his jaw is all out of whack,he is chomping with his mouth,its bottom lip is rolled up.
410265,Are these cows contained?,410265001,are these,yes/no,no,"('no', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",they are roaming all over the road,they are walking in the middle of the street.,they are on either side of the fence and standing on the road
410496,What sport is this?,410496000,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",With his arm behind him preparing for the volley the tennis player is alert.,a man is on a tennis court.,the player is standing on a clay tennis court.
410988,What type of flooring is down?,410988007,what type of,other,carpet,"('carpeting', 'yes')","('carpet', 'yes')","('carpet', 'yes')","('carpet', 'maybe')","('carpet', 'yes')","('carpet', 'yes')","('carpet', 'yes')","('carpet', 'yes')","('tile', 'maybe')","('carpet', 'yes')",it looks soft and fuzzy.,the ground is covered in gray fabric.,the owner prefers carpet to tile.
411070,What room is this?,411070000,what room is,other,living room,"('living room', 'yes')","('living', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living', 'maybe')","('living', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')",cozy furnishings surround a TV and fireplace,"it has furniture for sitting, a coffee table and a fireplace",there is a couch located in it with a TV.
542145,What room is this?,542145003,what room is,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bath', 'yes')","('bathroom', 'yes')",The room has a toilet and sink with a vanity mirror.,there is a toilet in it with a sink.,The room has a toilet and a vanity.
542248,Does this animal have a long neck?,542248001,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",they are giraffes and have long legs and necks.,giraffes love to eat leafs from the tops of trees.,It is a very tall giraffe.
149115,What sport is being played?,149115002,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",the man is holding a baseball bat,a New York Yankee player is swinging a bat.,"the player is swinging a bat, wearing a helmet and a uniform"
563625,Does this lady have many bracelets?,563625001,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",She has many blue bracelets on each arm.,there are a few bracelets on each arm.,she has more than ten blue bracelets on.
221477,Is the animal by itself?,221477001,is the,yes/no,yes,"('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",he is the only animal standing in the field,No other animals are nearby.,There is only one bear visible.
18224,Should the crowd be talking?,18224007,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')",she is getting ready to serve the tennis ball.,the player is preparing to serve.,The player is trying to concentrate on hitting the ball.
542549,What is this piece of furniture mostly used for?,542549002,what is this,other,sleeping,"('sleep', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleeping', 'yes')","('sleep', 'yes')","('sleeping', 'yes')",a bed is primarily made for sleeping.,It is a bed covered with a blanket and a pillow.,It is a bed with a blanket.
149364,What is the truck used for?,149364000,what is the,other,moving,"('moving', 'yes')","('moving', 'yes')","('moving', 'yes')","('moving', 'maybe')","('moving items', 'yes')","('moving', 'yes')","('no', 'yes')","('moving', 'yes')","('moving', 'maybe')","('moving', 'maybe')",the truck has the word moving written on it.,It is a huge truck pulled up to a house with a trailer behind it to pull the owners car.,It has a large trailer to transport objects.
18295,Is this a passenger train?,18295003,is this a,yes/no,yes,"('no', 'yes')","('yes', 'yes')","('yeah', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",all the windows on the cars mean they are passenger cars,people are seated on the other side of the windows,There are windows for the passengers on the train to look out of.
411564,Which room is this?,411564003,which,other,kitchen,"('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')",There is a dining table near the refrigerator and window.,The room contains a fridge and cabinets.,The refrigerator sits beside the table and chairs.
411587,Does this guy have long hair?,411587001,does this,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",his hair is cut very short,it is cut very short.,he has a short haircut.
542681,Who is the car company who sponsors this event?,542681004,who is,other,kia,"('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'maybe')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","the sign on the wall says, KIA Motors.",There is a giant kia motors logo posted on the stands.,On the banner are the words KIA MOTOR.
18442,What green vegetable is this?,18442001,what,other,broccoli,"('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')","('broccoli', 'yes')",it resembles a small tree,there is a green stem with a fluff of broccoli on the top.,It has classic broccoli florets.
149550,What room of the home is this?,149550001,what,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a vanity mirror above a sink and counter,there's a bathroom sink and mirror,there is a sink and a bar of soap.
149592,Is anyone swimming?,149592003,is,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'no')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the water is calm and no one is in it,The visible people are sitting on a bench enjoying the view of the water.,the people in the picture are sitting on a bench.
280687,What type of grain is this?,280687002,what type of,other,rice,"('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')","('rice', 'yes')",it is a white looking grain.,it is common in asian cuisine.,they are small oblong granules.
542962,Does the room appear tidy?,542962000,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",All of the toys are organized.,there are no signs of clutter.,everything seems to be put away and tucked away.
280840,Is this a healthy meal?,280840002,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",There is a huge helping of fries and saucy sloppy joes on a white bun.,pulled pork contains a lot of fat.,The fries are greasy and the burger has bread.
543034,Is odd for a dog and cat to be so close?,543034000,is,yes/no,yes,"('yes', 'yes')","('yes', 'maybe')","('no', 'yes')","('yes', 'yes')","('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",dogs and cats generally can't fit in the same bed.,they are a different species of animal.,Normally dogs chase and frighten cats.
280930,Is this little girl a chef?,280930001,is this,yes/no,yes,"('yes', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('little girl', 'yes')","('yes', 'yes')",she is baking something in the oven.,she is standing by an open stove holding a tray of rolled pastries,she is putting baked goods in the oven.
18841,What kind of computer is on the table?,18841001,what kind of,other,laptop,"('dell', 'maybe')","('notebook', 'maybe')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","('laptop', 'yes')","It is portable, has a trackpad, screen, and keys.",the computer has a monitor and keyboard built into the computer.,it's one peice with keyboard and monitor and it folds
281012,What game are they playing?,281012001,what,other,frisbee,"('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'maybe')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('tennis', 'yes')",The boys are standing on a court throwing a disc,the child is about to throw a frisbee.,the man is preparing to throw a frisbee.
543220,Is it winter?,543220004,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",there is no snow anywhere on the ground,it is bright and sunny outside.,The boy is wearing shorts and a t-shirt.
150117,Did the male customer shave this morning?,150117001,none of the above,yes/no,yes,"('yes', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')",there is no hair on his face,he does not have any hair on his face.,he doesn't have any hair on his face.
543347,What kind of ball is this?,543347000,what kind of,other,soccer,"('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'no')","('soccer', 'yes')","('soccer', 'yes')","('soccer', 'yes')","('soccer ball', 'yes')","('soccer', 'maybe')","('soccer', 'yes')",the man is trying to kick it.,It is on the ground and the man is about to kick it.,the man is kicking a ball
527501,Should you play the saxophone?,527501000,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the sign has a red cross over a saxophone.,"the street sign says ""no saxophones""",There is a sign with a large red no symbol over a saxophone.
281455,Is this a mountainous area?,281455038,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the landscape is flat and unremarkable,the landscape is flat and open.,the horizon is straight and low
281500,What sport is this?,281500005,what sport is,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The man is holding a racket and standing beside a tennis court.,The man in white is waiting to swat a ball.,a man is holding a tennis racket.
281625,Does this seem to be a popular place to hang out?,281625002,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",there is many people siting around the plaza.,there are a lot of people sitting down.,there are many people sitting around
543836,What did he most likely fall asleep doing?,543836002,what,other,reading,"('petting cat', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'maybe')","('reading', 'yes')","('reading', 'yes')",there is a book laying open next to him.,There is a book upside down on the other side of the bed.,There is an opened book next to him.
150649,What is the person doing?,150649002,what is the person,other,skateboarding,"('skating', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skating', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')",The boys are all riding skateboards.,he is on top of a board with wheels.,he is riding on a ramp on a skateboard
150872,Is the man young?,150872001,is the man,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the man has grey/silver hair.,he has grey hair and is wrinkled.,his hair is very gray.
544122,Is this woman healthy?,544122001,is this,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')",she is in bed with oxygen in her nose.,she is wearing an oxygen tube.,she is connnected to an oxygen machine.
151051,What sport is he doing?,151051000,what sport is,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('ski', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",He is going down a snow covered mountain.,he is on skis in the snow,He is wearing two blades attached to his feet and going down a snowy slope.
151231,What season is it?,151231005,what,other,summer,"('summer', 'yes')","('summer', 'yes')","('summer', 'maybe')","('spring', 'yes')","('summer', 'maybe')","('summer', 'yes')","('summer', 'maybe')","('summer', 'maybe')","('spring', 'maybe')","('summer', 'maybe')",trees are green and full of leaves,The sun is out and high in the sky over the stop sign.,none of the trees are bare
282328,Does this look like a healthy meal?,282328002,does this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it has lots of broccoli in it.,there is brocoli,The dish is mostly broccoli.
151299,What is the person doing?,151299003,what is the person,other,snowboarding,"('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('skiing', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')",The snow is covering the mountain side and he is moving quickly downhill on a board.,he has a board attached to his feet and is flying through the air over a snowy slope,they are jumping into the air with a snowboard underfoot and snow on the ground.
544590,Is this animal stripped?,544590001,is this,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('cat', 'yes')","('yes', 'yes')","('no', 'yes')",they have dark long lines of color in the fur.,it is light brown with darker stripes,it has fur that alternates from light to dark.
20438,What kind of animal is in the bed?,20438001,what kind of,other,dog,"('dog', 'yes')","('og', 'yes')","('dog', 'yes')","('dog', 'yes')","('terrier', 'no')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","('dog', 'yes')","it has floppy ears, and a snout",it's a domestic animal with a collar,he is furry with large ears and a collar.
151516,What type of bird is this?,151516002,what type of,other,eagle,"('eagle', 'yes')","('eagle', 'maybe')","('eagle', 'maybe')","('eagle', 'maybe')","('eagle', 'yes')","('eagle', 'yes')","('flying', 'maybe')","('eagle', 'maybe')","('eagle', 'maybe')","('eagle', 'maybe')",it looks like a bald eagle.,it's a large bird with a sharp beak,it has a head that most people identify as a eagle head.
151589,What is the blue object used for?,151589000,what is the,other,snowboarding,"('snowboarding', 'yes')","('snowboarding', 'maybe')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('snowboarding', 'yes')","('surfing', 'yes')","('signage', 'maybe')","('snowboarding', 'maybe')",it is a board with a smooth surface for gliding on snow,It is long and rectangular and sitting on top of a snowy hill.,is it oblong in shape and is a board.
282680,What is he doing?,282680003,what is,other,surfing,"('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')",He is wearing a wetsuit and riding a wave in the ocean.,he is riding on a surfboard on the water,he is riding a surfboard on the water.
151742,Where was this picture taken?,151742017,none of the above,other,church,"('dedication', 'yes')","('church', 'yes')","('church', 'maybe')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('in church', 'maybe')","('church', 'yes')","('church', 'yes')",the window is in a cathedral design.,the baby is being baptized.,There are pews in the building and stained glass windows.
282847,What are they playing?,282847004,what are,other,frisbee,"('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('soccer', 'yes')","('frisbee', 'yes')",The three boys are all reaching for a frisbee as it glides through the air.,a guy is throwing a frisbee in a field.,men are jumping in the air to catch a frisbee.
413955,What sport is this?,413955001,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",they are in a baseball stadium and they are playing with a bat.,There is a man swinging a baseball bat.,the batter is swinging the bat.
545101,Is this a hotel room?,545101006,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",It is a kitchen in a home for sale because there are no pictures and the counters are bare.,this is a full sized kitchen.,this room is a kitchen.
283113,What type of plate is this?,283113002,what type of,other,paper,"('paper', 'yes')","('paper', 'yes')","('paper', 'yes')","('paper', 'yes')","('paper', 'yes')","('paper', 'yes')","('paper', 'yes')","('objects', 'maybe')","('paper', 'yes')","('paper plate', 'yes')",The plate is all white and very thin.,it is a disposable plate.,it does not have to be washed and is practical.
21001,Is this a hotel?,21001000,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'maybe')",The well made beds have luggage on top of them.,hotel rooms contain more than one bed,there are two beds in the room.
545292,What type of animal is under the canopy?,545292004,what type of,other,elephant,"('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')","('elephant', 'yes')",it is large and grey.,"It is a large, grey, wrinkled animal with a long trunk.",it is grey and has a long trunk
21161,What is the cat doing?,21161003,what is the,other,eating,"('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'yes')","('eating', 'maybe')",it has its face in a dish of food.,its mout is on food items.,he is nibbling on a hamburger
21164,Is the man going to surf?,21164003,is the man,yes/no,yes,"('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')",The man is carrying a surfboard over his head while walking toward the ocean.,he is carrying a surfboard over his head.,he is carrying a surf board.
21167,Is this a black tie event?,21167001,is this a,yes/no,yes,"('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the man is wearing a bow tie.,the man is in a suit.,the man is wearing a tux and black bow tie.
152333,Where is the bus going?,152333002,where is the,other,crosstown,"('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')","('crosstown', 'yes')",the sign on the front of the windshield states that it is headed crosstown.,"the ticker on the bus says ""crosstown"".",the sign on the front of the bus indicates that is the destination.
21284,What is the person doing?,21284001,what is the person,other,surfing,"('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')","('surfing', 'yes')",they are riding a wave on a surf board,he is on top of waves.,he is kneeling in the water on a wave.
545583,Is this a mountainous area?,545583002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')",snow is blanketing the slopes of the mountain,a person is skiing on a mountain.,There are a lot of hills around the skier.
414670,Is it winter?,414670000,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",A man in cold weather clothing is riding a rail on a snowboard,a man is snowboarding on snow.,there is a man on a snowboard.
283659,Should someone have a better than average tolerance for danger to take up this sport?,283659000,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')",they can topple over in deep water.,para-surfing is very dangerous and the surfer is at great risk of getting hurt.,They have to be willing to be out in the middle of the water.
90052,Is this a professional game?,90052006,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",neither person is wearing appropriate sports attire,the man serving does not have proper professional form,The people are dressed very casually.
527887,Is she looking in a mirror?,527887001,is,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",there is no mirror in front of her,the woman is standing outside.,She is looking down the street holding her starbucks.
545920,What sport is being played?,545920000,what sport is,other,baseball,"('softball', 'yes')","('baseball', 'yes')","('soccer', 'maybe')","('baseball', 'yes')","('softball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",the players are in a baseball diamond,people are standing on a baseball diamond,there are players on a baseball field.
545958,What animal is this?,545958013,what animal is,other,cow,"('cow', 'yes')","('bull', 'maybe')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('yak', 'maybe')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')",It has four legs and udders.,"it is large and dark in color, with a long snout and tail.",It is the right size and has utters.
21688,What are the three poles in front of the building used for?,21688003,what are the,other,flags,"('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flag poles', 'yes')","('flags', 'yes')","('flags', 'yes')",they are large metal poles in front of a house,They have ropes to hang items on.,they are long flag poles.
414917,Is it raining outside?,414917003,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the ground is completey dry,the airplane has a dark shadow under the wing.,there are so rain clouds in sight.
152774,Is this a zoo?,152774002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","The giraffes and gazelles are lounging beside a man made wall, so it's likely they're in captivity.",Wild animals are enclosed in a high fenced pen.,The giraffe's and other animals are rocked in.
21776,What is the cutting board made out of?,21776002,what is the,other,wood,"('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')",The board  has a wood grain finish.,it is brown and has markings similar to other wood.,you can see the notches in the wood made from knife cuts
284064,What game is this?,284064003,what,other,tennis,"('tennis', 'yes')","('rick', 'maybe')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')",The man is holding a racket up.,he has a racket and a tennis ball.,the man is swinging at a tennis ball with a racket
